"Company","CDM","Status","Type","Geography","Public/ Private","Asset Types","PE AUM (billions)","RE AUM (billions)","Number of Sites","Rank","Tier","HQ Region","Frameworks","Notes","","BFO Company ID","BFO Company Name","Zoom Company ID","Zoom Company Name","Zoom Webiste","Email Domain","Contacts","Contact Types","Salesperson Tiered List","Status","","","","","PE OR RE","Tier List","","","","",""
"StepStone Group","Dan Baldauf","Lost - Not Sold","Asset Management Firm","Global","Public","Multifamily","","169","200","12","Not on Target List","North America","-","","","","","","StepStone Group LP","www.stepstonegroup.com/","firstname.lastname@stepstonegroup.com","0","","#N/A","#N/A","","","","","#N/A","0","","","","",""
"Stepstone Hospitality (a Starwood co.)","Dan Baldauf","Client","Owner Operator","NAM","Private","Hotels","","","12","02","Not on Target List","North America","-","","","","","","","","gobert@stepstonehospitality.com","0","","#N/A","#N/A","","","","","","","","","","",""
"WashREIT","Dan Baldauf","Inside Sales","Owner Operator","State/Regional","Public","Office, Multifamily, Retail","","","46","00","Tier 2","North America","-","","","","","","","","","0","","Dan Baldauf","TRUE","","","","","","0","","","","",""
"WeWork","Dan Baldauf","Inside Sales","Owner Operator","Global","Public","Commercial Office","","","200","09","Tier 2","North America","CDP, SBT, -","","","","WeWork Inc. - Headquarters","347458618","WeWork Companies Inc","www.wework.com","firstname.lastname@wework.com","0","-","Dan Baldauf","TRUE","","","","","","0","","","","",""
"Whitestone REIT","Dan Baldauf","Inside Sales","Owner Operator","NAM","Public","Malls","","","55","06","Tier 2","North America","GRESB, CDP, -","-","","","WHITESTONE REIT","310165598","Whitestone REIT","www.whitestonereit.com","firstinitiallastname@whitestonereit.com","0","-","Dan Baldauf","TRUE","","","","","","0","","","","",""
"Sterling Partners","Kendal Etling","","","","","","","","","Missing Data","Not on Target List","","-","","","","","","","","","0","","#N/A","#N/A","","","","","","0","","","","",""
"Stewart Investors","Not targeting hq not NAM","Hold Off","","","","","","","","Not Targeting","Not on Target List","United Kingdom","NZAM, -","","","","","","","","","0","","#N/A","#N/A","","","","","","0","","","","",""
"Stifel","Cristy House","","","","","","","","","Missing Data","Tier 2","","-","","","","","","","","","0","","Cristy House","TRUE","","","","","","0","","","","",""
"Stifel Financial Corp","","","","","","","","","","Missing Data","Not on Target List","","-","","","","","","","","","0","","#N/A","#N/A","","","","","","0","","","","",""
"Stirling Development","Not targeting opportunity size","Hold Off","","","","","","","","Not Targeting","Not on Target List","","-","They seem small","","","","","","","","0","","#N/A","#N/A","","","","","","0","","","","",""
"Stockdale Capital","","","","","","","","","","Missing Data","Not on Target List","","-","JW Targeting","","","","","","","","0","","#N/A","#N/A","","","","","","0","","","","",""
"Stockland","Not targeting hq not NAM","Hold Off","","","","","","","","Not Targeting","Not on Target List","","GRESB, SBT, -","","","","","","","","","0","","#N/A","#N/A","","","","","","0","","","","",""
"Stok","Not targeting opportunity size","Hold Off","Facility Manager","","Private","","","","","Not Targeting","Not on Target List","","-","","","","","","","","","0","","#N/A","#N/A","","","","","","0","","","","",""
"Stoladi Property Grp.","","","","","","","","","","Missing Data","Not on Target List","","-","","","","","","","","","0","","#N/A","#N/A","","","","","","0","","","","",""
"Stonebridge (a Towerbrook co.)","","","","","","","","","","Missing Data","Not on Target List","North America","-","","","","","","","","","0","","#N/A","#N/A","","","","","","","","","","",""
"Stonebridge Associates","","","","","","","","","","Missing Data","Not on Target List","","-","","","","","","","","","0","","#N/A","#N/A","","","","","","0","","","","",""
"Stonepeak Infrastructure Partners","Rose Shaver","Qualifying","Asset Management Firm","Global","Private","","","","","Missing Data","Tier 2","","UN PRI, -","","","","STONEPEAK INFRASTRUCTURE PARTNERS","","","","","0","","Rose Shaver","TRUE","","","","","","","","","","",""
"Stoneweg US","Not targeting hq not NAM","Old Client","Owner Operator","Global","Private","Multifamily","","","54","Not Targeting","Not on Target List","Switzerland","GRESB, UN PRI, -","Former Client - Winding down their program with us. ","","","","","Stoneweg US","www.stoneweg.us/","firstname.lastname@stoneweg.com","0","","#N/A","#N/A","","","","","","0","","","","",""
"Storage Post (a Almanac co.)","Dan Baldauf","Hold Off","","","","","","","","Missing Data","Not on Target List","","-","","","","","","","","","0","","#N/A","#N/A","","","","","","","","","","",""
"STORAGEVAULT CANADA","","","","","","","","","","Missing Data","Not on Target List","","CDP, -","","","","","","","","","0","","#N/A","#N/A","","","","","","0","","","","",""
"Storebrand Asset Management","Not targeting hq not NAM","Hold Off","","","","","","","","Not Targeting","Not on Target List","Norway","GRESB, NZAM, -","","","","","","","","","0","","#N/A","#N/A","","","","","","0","","","","",""
"Storebrand Fastigheter AB","Not targeting hq not NAM","Hold Off","","","","","","","","Not Targeting","Not on Target List","","GRESB, -","","","","","","","","","0","","#N/A","#N/A","","","","","","0","","","","",""
"Stout and Teague","","","","","","","","","","Missing Data","Not on Target List","","-","","","","","","","","","0","","#N/A","#N/A","","","","","","0","","","","",""
"Stratco Property Group","Not targeting opportunity size","Hold Off","Facility Manager","","Private","","","","","Not Targeting","Not on Target List","","-","","","","","","","","","0","","#N/A","#N/A","","","","","","0","","","","",""
"Strategic Hotels & Resorts","Not targeting opportunity size","Client","Owner Operator","","","Hotels","","","","Not Targeting","Not on Target List","","-","","","","","","","","","0","","#N/A","#N/A","","","","","","0","","","","",""
"Strategic Investment Group","","","","","","","","","","Missing Data","Not on Target List","","UN PRI, -","","","","","","","","","0","","#N/A","#N/A","","","","","","0","","","","",""
"Strategic Value Partners","Dan Baldauf","Qualifying","","","","","","","","","Tier 2","","","","","","","","","","","0","","Dan Baldauf","TRUE","","","","","","","","","","",""
"Strategic Value Partners (SVP) Global","Dan Baldauf","Lost - Not Sold","Private Equity","","","","","","","Missing Data","Not on Target List","","-","","","","Strategic Value Partners, LLC - Headquarters","","","","","0","","#N/A","#N/A","","","","","","","","","","",""
"Strawberry Fields REIT, Inc.","","","","","","","","","","Missing Data","Not on Target List","","CDP, -","","","","","","","","","0","","#N/A","#N/A","","","","","","0","","","","",""
"Stream Data Centers","Rose Shaver","","","","","","","","","","Tier 1","","","","","","","","","","","0","","Rose Shaver","TRUE","","","","","","","","","","",""
"Stream Data Centers (an Apollo co.)","Rose Shaver","Hold Off","","","","","","","","Missing Data","Not on Target List","","-","","","","","","","","","0","","#N/A","#N/A","","","","","","0","","","","",""
"Stride Investment Management Limited","Not targeting hq not NAM","Hold Off","","","","","","","","Not Targeting","Not on Target List","","GRESB, -","","","","","","","","","0","","#N/A","#N/A","","","","","","0","","","","",""
"Stripe Inc","Kendal Etling","Hold Off","","","","","","","","Missing Data","Tier 2","","-","","","","","","","","","0","","Kendal Etling","TRUE","","","","","","0","","","","",""
"Subsea Cloud Inc","Kendal Etling","","","","","","","","","","Tier 2","","","","","","","","","","","0","","Kendal Etling","TRUE","","","","","","","","","","",""
"Suffolk Construction","Dan Baldauf","","","","","","","","","Missing Data","Not on Target List","North America","-","","","","","","","","","0","","#N/A","#N/A","","","","","","","","","","",""
"Sugar Foods (a Pritzker Private Capital co.)","Dan Baldauf","","","","","","","","","Missing Data","Not on Target List","","-","","","","","","","","","0","","#N/A","#N/A","","","","","","","","","","",""
"Sullivan & Worcester","","","Other Provider","","","","","","","","Not on Target List","","","","","","","","","","","0","","#N/A","#N/A","","","","","","","","","","",""
"Sullivan & Worcester LLP","","","Other Provider","","","","","","","","Not on Target List","","","","","","","","","","","0","","#N/A","#N/A","","","","","","","","","","",""
"Sumisho Realty Management Co., Ltd.","Not targeting hq not NAM","Hold Off","","","","","","","","Not Targeting","Not on Target List","","GRESB, -","","","","","","","","","0","","#N/A","#N/A","","","","","","0","","","","",""
"Sumitomo Mitsui DS Asset Management Company","Not targeting hq not NAM","Hold Off","","","","","","","","Not Targeting","Not on Target List","Japan","NZAM, -","","","","","","","","","0","","#N/A","#N/A","","","","","","0","","","","",""
"Sumitomo Mitsui Trust Asset Management","Not targeting hq not NAM","Hold Off","","","","","","","","Not Targeting","Not on Target List","Japan","NZAM, -","","","","","","","","","0","","#N/A","#N/A","","","","","","0","","","","",""
"Sumitomo Mitsui Trust Real Estate Investment Management CO.,LTD.","Not targeting hq not NAM","Hold Off","","","","","","","","Not Targeting","Not on Target List","","GRESB, -","","","","","","","","","0","","#N/A","#N/A","","","","","","0","","","","",""
"Summa Equity AB","Not targeting hq not NAM","Hold Off","","","","","","","","Not Targeting","Not on Target List","Sweden","NZAM, -","","","","","","","","","0","","#N/A","#N/A","","","","","","0","","","","",""
"Summit Sotheby's International Realty","Not targeting opportunity size","Hold Off","Facility Manager","","","Residential","","","","Not Targeting","Not on Target List","","-","","","","","","","","","0","","#N/A","#N/A","","","","","","0","","","","",""
"Summus Capital OÜ","Not targeting hq not NAM","Hold Off","","","","","","","","Not Targeting","Not on Target List","","GRESB, -","","","","","","","","","0","","#N/A","#N/A","","","","","","0","","","","",""
"Sun Capital Partners","Gretchen Bisig","","","","","","","","","Missing Data","Tier 2","","-","","","","","","","","","0","","Gretchen Bisig","TRUE","","","","","","0","","","","",""
"Sun Communities Inc.","Not targeting opportunity size","Hold Off","","","","Single Family Homes","","","","Not Targeting","Not on Target List","","CDP, -","","","","","","","","","0","","#N/A","#N/A","","","","","","0","","","","",""
"Sun Life Capital","Cristy House","Hold Off","","","","","","","","Missing Data","Tier 2","","-","","","","","","","","","0","","Cristy House","TRUE","","","","","","0","","","","",""
"Sun Life Capital Managment","Not target because of company owner","Hold Off","","","","","","","","Not Targeting","Not on Target List","","UN PRI, -","","","","","","","www.slcmanagement.com/en/about-us/","","0","","#N/A","#N/A","","","","","","0","","","","",""
"Sunac China Holdings Limited","","","","","","","","","","Missing Data","Not on Target List","","-","","","","","","","","","0","","#N/A","#N/A","","","","","","0","","","","",""
"Suncity Group Holdings Limited","","","","","","","","","","Missing Data","Not on Target List","","-","","","","","","","","","0","","#N/A","#N/A","","","","","","0","","","","",""
"Sungard","Rose Shaver","Hold Off","","","","","","","","Missing Data","Tier 2","","-","","","","","","","","","0","","Rose Shaver","TRUE","","","","","","0","","","","",""
"Sungard Availability Services","Not targeting opportunity size","Client","","","","Data Centers","","","","Not Targeting","Not on Target List","","-","","","","","","","","","0","","#N/A","#N/A","","","","","","0","","","","",""
"Sunrise Senior Living (a Welltower Co.)","Not targeting opportunity size","Client","Owner Operator","NAM","Public","Senior Living - Branded","","","1700","Not Targeting","Not on Target List","","-","Melody Swanson","","","","","","","","0","","#N/A","#N/A","","","","","","0","","","","",""
"SunSource (a Clayton, Dubilier & Rice co.)","Dan Baldauf","","","","","","","","","Missing Data","Not on Target List","North America","-","","","","","","","","","0","","#N/A","#N/A","","","","","","","","","","",""
"Sunstone Hotel Investors","Not targeting opportunity size","Hold Off","","","","Hotels","","","","Not Targeting","Not on Target List","","CDP, -","","","","","","","","","0","","#N/A","#N/A","","","","","","0","","","","",""
"Sunteck Realty Ltd.","Not targeting hq not NAM","Hold Off","","","","","","","","Not Targeting","Not on Target List","","GRESB, -","","","","","","","","","0","","#N/A","#N/A","","","","","","0","","","","",""
"Sunway Berhad","","","","","","","","","","Missing Data","Not on Target List","","SBT, -","","","","","","","","","0","","#N/A","#N/A","","","","","","0","","","","",""
"Sunway REIT Management Sdn Bhd","Not targeting hq not NAM","Hold Off","","","","","","","","Not Targeting","Not on Target List","","GRESB, SBT, -","","","","","","","","","0","","#N/A","#N/A","","","","","","0","","","","",""
